0.000000000E0	-3.302106449E-2
3.323694619E-2	-3.309510081E-2
6.647389238E-2	-3.322683861E-2
9.971083857E-2	-3.327727927E-2
1.329477848E-1	-3.333848218E-2
1.661847309E-1	-3.342431137E-2
1.994216771E-1	-3.348069098E-2
2.326586233E-1	-3.615760854E-2
2.658955695E-1	-4.029837259E-2
2.991325157E-1	-4.364553660E-2
3.323694619E-1	-4.591658364E-2
3.656064081E-1	-4.675806084E-2
3.988433543E-1	-4.618513520E-2
4.320803005E-1	-4.417059545E-2
4.653172467E-1	-4.098904119E-2
4.985541928E-1	-3.703476185E-2
5.317911390E-1	-3.308145059E-2
5.650280852E-1	-3.275106034E-2
5.982650314E-1	-3.276422410E-2
6.315019776E-1	-3.280751552E-2
6.647389238E-1	-3.289553378E-2
6.979758700E-1	-3.301634890E-2
7.312128162E-1	-3.321517669E-2
7.644497624E-1	-3.337459139E-2
7.976867085E-1	-3.352796707E-2
8.309236547E-1	-3.367461028E-2
8.641606009E-1	-3.580268368E-2
8.973975471E-1	-3.914546863E-2
9.306344933E-1	-4.207972423E-2
9.638714395E-1	-4.411358118E-2
9.971083857E-1	-4.503923896E-2
1.030345332E0	-4.444139170E-2
1.063582278E0	-4.286337753E-2
1.096819224E0	-4.010510428E-2
1.130056170E0	-3.661222076E-2
1.163293117E0	-3.302892709E-2
1.196530063E0	-3.253894141E-2
1.229767009E0	-3.239840961E-2
1.263003955E0	-3.245904555E-2
1.296240901E0	-3.252896811E-2
1.329477848E0	-3.271276468E-2
1.362714794E0	-3.297369831E-2
1.395951740E0	-3.324790846E-2
1.429188686E0	-3.352961453E-2
1.462425632E0	-3.379075666E-2
1.495662579E0	-3.517157568E-2
1.528899525E0	-3.832823708E-2
1.562136471E0	-4.097248077E-2
1.595373417E0	-4.265075067E-2
1.628610363E0	-4.358810999E-2
1.661847309E0	-4.309237724E-2
1.695084256E0	-4.177380902E-2
1.728321202E0	-3.942017745E-2
1.761558148E0	-3.637781541E-2
1.794795094E0	-3.330180482E-2
1.828032040E0	-3.241685496E-2
1.861268987E0	-3.226650212E-2
1.894505933E0	-3.222659839E-2
1.927742879E0	-3.227233786E-2
1.960979825E0	-3.248601014E-2
1.994216771E0	-3.277674549E-2
2.027453718E0	-3.311592571E-2
2.060690664E0	-3.353040678E-2
2.093927610E0	-3.396891578E-2
2.127164556E0	-3.479337867E-2
2.160401502E0	-3.764119269E-2
2.193638448E0	-3.987921675E-2
2.226875395E0	-4.157643357E-2
2.260112341E0	-4.234283555E-2
2.293349287E0	-4.207711402E-2
2.326586233E0	-4.093975403E-2
2.359823179E0	-3.882222468E-2
2.393060126E0	-3.634735319E-2
2.426297072E0	-3.342454228E-2
2.459534018E0	-3.225373085E-2
2.492770964E0	-3.199763275E-2
2.526007910E0	-3.191541421E-2
2.559244857E0	-3.200597049E-2
2.592481803E0	-3.222335086E-2
2.625718749E0	-3.255419280E-2
2.658955695E0	-3.301621385E-2
2.692192641E0	-3.351769643E-2
2.725429588E0	-3.402640243E-2
2.758666534E0	-3.462915968E-2
2.791903480E0	-3.679121994E-2
2.825140426E0	-3.881717815E-2
2.858377372E0	-4.025975166E-2
2.891614318E0	-4.098129020E-2
2.924851265E0	-4.086527907E-2
2.958088211E0	-3.986299655E-2
2.991325157E0	-3.816062648E-2
3.024562103E0	-3.604055497E-2
3.057799049E0	-3.350813733E-2
3.091035996E0	-3.204778138E-2
3.124272942E0	-3.170366054E-2
3.157509888E0	-3.157929209E-2
3.190746834E0	-3.158667243E-2
3.223983780E0	-3.179832229E-2
3.257220727E0	-3.224082585E-2
3.290457673E0	-3.275390831E-2
3.323694619E0	-3.333354346E-2
3.356931565E0	-3.396729192E-2
3.390168511E0	-3.450499169E-2
3.423405458E0	-3.613131446E-2
3.456642404E0	-3.786519222E-2
3.489879350E0	-3.906235804E-2
3.523116296E0	-3.971078386E-2
3.556353242E0	-3.965115158E-2
3.589590188E0	-3.892298537E-2
3.622827135E0	-3.757769108E-2
3.656064081E0	-3.567341487E-2
3.689301027E0	-3.369688930E-2
3.722537973E0	-3.197013809E-2
3.755774919E0	-3.155065850E-2
3.789011866E0	-3.136522168E-2
3.822248812E0	-3.135047522E-2
3.855485758E0	-3.156222478E-2
3.888722704E0	-3.201026004E-2
3.921959650E0	-3.256085310E-2
3.955196597E0	-3.324502486E-2
3.988433543E0	-3.389730219E-2
4.021670489E0	-3.452060779E-2
4.054907435E0	-3.557773098E-2
4.088144381E0	-3.702574548E-2
4.121381327E0	-3.810705997E-2
4.154618274E0	-3.874835973E-2
4.187855220E0	-3.874165127E-2
4.221092166E0	-3.803121354E-2
4.254329112E0	-3.690976024E-2
4.287566058E0	-3.546426670E-2
4.320803005E0	-3.369639385E-2
4.354039951E0	-3.196437503E-2
4.387276897E0	-3.134147157E-2
4.420513843E0	-3.109989738E-2
4.453750789E0	-3.110363465E-2
4.486987736E0	-3.131699811E-2
4.520224682E0	-3.179813742E-2
4.553461628E0	-3.246977288E-2
4.586698574E0	-3.315513038E-2
4.619935520E0	-3.395214591E-2
4.653172467E0	-3.460165632E-2
4.686409413E0	-3.519428779E-2
4.719646359E0	-3.640380801E-2
4.752883305E0	-3.737496476E-2
4.786120251E0	-3.783307887E-2
4.819357197E0	-3.782858162E-2
4.852594144E0	-3.727543867E-2
4.885831090E0	-3.635181891E-2
4.919068036E0	-3.505719412E-2
4.952304982E0	-3.353930222E-2
4.985541928E0	-3.204587585E-2
5.018778875E0	-3.096546674E-2
5.052015821E0	-3.076651897E-2
5.085252767E0	-3.080199284E-2
5.118489713E0	-3.109263895E-2
5.151726659E0	-3.158262806E-2
5.184963606E0	-3.225129285E-2
5.218200552E0	-3.305087434E-2
5.251437498E0	-3.383068216E-2
5.284674444E0	-3.452481303E-2
5.317911390E0	-3.506088030E-2
5.351148336E0	-3.571311175E-2
5.384385283E0	-3.650776944E-2
5.417622229E0	-3.694033785E-2
5.450859175E0	-3.697921889E-2
5.484096121E0	-3.653836493E-2
5.517333067E0	-3.575150215E-2
5.550570014E0	-3.468960803E-2
5.583806960E0	-3.349453317E-2
5.617043906E0	-3.216977038E-2
5.650280852E0	-3.102312436E-2
5.683517798E0	-3.054191220E-2
5.716754745E0	-3.053980088E-2
5.749991691E0	-3.082351789E-2
5.783228637E0	-3.131257987E-2
5.816465583E0	-3.203648921E-2
5.849702529E0	-3.285238545E-2
5.882939476E0	-3.367223379E-2
5.916176422E0	-3.449763608E-2
5.949413368E0	-3.508360611E-2
5.982650314E0	-3.546848325E-2
6.015887260E0	-3.581885208E-2 
