0.000000000E0	-1.649484536E-4
3.324468085E-2	-1.680059193E-4
6.648936170E-2	-1.563038649E-4
9.973404255E-2	-4.134577219E-6
1.329787234E-1	9.522231027E-5
1.662234043E-1	3.114147458E-4
1.994680851E-1	5.183942949E-4
2.327127660E-1	6.319521118E-4
2.659574468E-1	7.899801517E-4
2.992021277E-1	8.083506579E-4
3.324468085E-1	8.079441831E-4
3.656914894E-1	7.923327865E-4
3.989361702E-1	6.213642439E-4
4.321808511E-1	5.154169561E-4
4.654255319E-1	3.194329597E-4
4.986702128E-1	1.197002934E-4
5.319148936E-1	6.330929267E-5
5.651595745E-1	3.938843335E-5
5.984042553E-1	4.749479658E-5
6.316489362E-1	7.702461016E-5
6.648936170E-1	1.079264187E-4
6.981382979E-1	1.584992748E-4
7.313829787E-1	2.736084828E-4
7.646276596E-1	3.472962777E-4
7.978723404E-1	5.279203488E-4
8.311170213E-1	5.819213418E-4
8.643617021E-1	7.136271321E-4
8.976063830E-1	7.697424746E-4
9.308510638E-1	6.358691578E-4
9.640957447E-1	5.695661250E-4
9.973404255E-1	4.584344431E-4
1.030585106E0	3.263688646E-4
1.063829787E0	2.347512937E-4
1.097074468E0	1.125389460E-4
1.130319149E0	9.576760748E-5
1.163563830E0	7.520150380E-5
1.196808511E0	6.485055192E-5
1.230053191E0	9.643191942E-5
1.263297872E0	2.364922937E-4
1.296542553E0	3.586517623E-4
1.329787234E0	5.591389228E-4
1.363031915E0	7.388599488E-4
1.396276596E0	8.082633638E-4
1.429521277E0	8.204559545E-4
1.462765957E0	8.053593868E-4
1.496010638E0	7.705236662E-4
1.529255319E0	6.048657639E-4
1.562500000E0	5.118850766E-4
1.595744681E0	3.234335930E-4
1.628989362E0	1.718889526E-4
1.662234043E0	4.447112479E-5
1.695478723E0	-1.340868671E-4
1.728723404E0	-1.661976517E-4
1.761968085E0	-1.633251322E-4
1.795212766E0	-4.143882528E-5
1.828457447E0	8.028907317E-5
1.861702128E0	2.850792458E-4
1.894946809E0	4.865445525E-4
1.928191489E0	6.436799304E-4
1.961436170E0	8.111188953E-4
1.994680851E0	9.920124264E-4
2.027925532E0	1.043624147E-3
2.061170213E0	1.045411323E-3
2.094414894E0	1.003360620E-3
2.127659574E0	8.122428011E-4
2.160904255E0	6.260470305E-4
2.194148936E0	3.640925602E-4
2.227393617E0	1.042027612E-4
2.260638298E0	-1.219853098E-4
2.293882979E0	-2.140939160E-4
2.327127660E0	-3.599512095E-4
2.360372340E0	-3.753132220E-4
2.393617021E0	-2.881588972E-4
2.426861702E0	-1.698853491E-4
2.460106383E0	6.131172575E-5
2.493351064E0	3.115713997E-4
